Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
Intron	chr3r	016239838	016241156	FBtr0083257	tara-RA	+	+14846	NA	NA	NA
Intron	chr3r	016241710	016242170	FBtr0083257	tara-RA	+	+16289	NA	NA	NA
Intron	chr3r	016242854	016245599	FBtr0083258	tara-RB	+	+1410	NA	NA	NA
Intron	chr3r	016245700	016246410	FBtr0083258	tara-RB	+	+3239	NA	NA	NA
Intron	chr3r	016246893	016247447	FBtr0083258	tara-RB	+	+4354	NA	NA	NA
Intron	chr3r	016248115	016248447	FBtr0083258	tara-RB	+	+5465	NA	NA	NA
Intron	chr3r	016248586	016249746	FBtr0083258	tara-RB	+	+6350	NA	NA	NA
Intron	chr3r	016250679	016252382	FBtr0083258	tara-RB	+	+8714	NA	NA	NA
Intron	chr3r	016252545	016253034	FBtr0083258	tara-RB	+	+9973	NA	NA	NA
Intron	chr3r	016254063	016255679	FBtr0083258	tara-RB	+	+12055	NA	NA	NA
Exon/CD	chr3r	016256743	016256951	FBtr0083258	tara-RB	+	+14031	NA	NA	NA
Exon/CD	chr3r	016257063	016257351	FBtr0083258	tara-RB	+	+14391	NA	NA	NA
Exon/CD	chr3r	016262336	016265539	FBtr0083276	bor-RA	-	+0158	NA	NA	NA
5'UTR	chr3r	016271033	016275599	FBtr0083262	gish-RB	+	+0315	NA	NA	NA
Intron	chr3r	016276048	016276274	FBtr0083262	gish-RB	+	+3160	NA	NA	NA
Intron	chr3r	016279546	016279953	FBtr0083262	gish-RB	+	+6748	NA	NA	NA
Intron	chr3r	016280712	016282798	FBtr0083264	gish-RC	+	+0866	NA	NA	NA
Intron	chr3r	016285141	016285437	FBtr0083264	gish-RC	+	+4400	NA	NA	NA
Intron	chr3r	016286418	016286872	FBtr0083264	gish-RC	+	+5756	NA	NA	NA
Exon/CD	chr3r	016305754	016307220	FBtr0083266	Zip89B-RA	+	+0729	NA	NA	NA
Intron	chr3r	016336838	016338516	FBtr0083273	Sulf1-RA	-	+0866	NA	NA	NA
Exon/CD	chr3r	016340569	016341960	FBtr0304727	SF2-RB	-	+0724	NA	NA	NA
Exon/CD	chr3r	016342037	016343606	FBtr0301514	pad-RB	+	+0503	NA	NA	NA
5'UTR	chr3r	016347541	016350598	FBtr0334733	CG14879-RC	-	+0157	NA	NA	NA
Intron	chr3r	016352819	016353311	FBtr0345202	CG10311-RB	-	+3950	NA	NA	NA
Intron	chr3r	016353415	016354056	FBtr0345202	CG10311-RB	-	+3280	NA	NA	NA
Intron	chr3r	016354524	016354913	FBtr0345202	CG10311-RB	-	+2297	NA	NA	NA
Intron	chr3r	016354975	016357521	FBtr0345202	CG10311-RB	-	+0767	NA	NA	NA
Exon/CD	chr3r	016358235	016359290	FBtr0345208	CG17931-RD	-	+0556	NA	NA	NA
Upstream	chr3r	016403021	016404528	FBtr0306027	ss-RD	-	-0084	NA	NA	NA
5'UTR	chr3r	016432186	016432440	FBtr0337013	CG31279-RF	+	+0116	NA	NA	NA
Exon/CD	chr3r	016432896	016434242	FBtr0083286	CG17565-RA	+	+0571	NA	NA	NA
Exon/CD	chr3r	016434341	016434597	FBtr0083286	CG17565-RA	+	+1471	NA	NA	NA
3'UTR	chr3r	016434807	016436627	FBtr0083288	CG14881-RB	+	+0818	NA	NA	NA
Exon/CD	chr3r	016440468	016444641	FBtr0337016	CG14894-RB	-	+0453	NA	NA	NA
Intron	chr3r	016447029	016447461	FBtr0305003	Pak3-RC	-	+6576	NA	NA	NA
Intron	chr3r	016447545	016453829	FBtr0305003	Pak3-RC	-	+3134	NA	NA	NA
3'UTR	chr3r	016455667	016455877	FBtr0110773	CG10405-RB	+	+1280	NA	NA	NA
Exon/CD	chr3r	016455930	016457238	FBtr0083291	CG14883-RA	+	+0532	NA	NA	NA
Exon/CD	chr3r	016468292	016469840	FBtr0290134	CG42232-RB	-	+0597	NA	NA	NA
Exon/CD	chr3r	016470096	016471163	FBtr0334535	CSN5-RB	+	+0530	NA	NA	NA
Exon/CD	chr3r	016481107	016482525	FBtr0083295	Dhfr-RA	+	+0582	NA	NA	NA
Exon/CD	chr3r	016482792	016484258	FBtr0083307	Der-2-RA	-	+0698	NA	NA	NA
Exon/CD	chr3r	016500587	016500980	FBtr0083304	Decay-RA	-	+0267	NA	NA	NA
Intron	chr3r	016502806	016503735	FBtr0303650	CG42342-RH	+	+0500	NA	NA	NA
Intron	chr3r	016572940	016573995	FBtr0083303	CG14903-RA	-	+0285	NA	NA	NA
Exon/CD	chr3r	016613506	016614441	FBtr0083358	CG10340-RA	-	+0418	NA	NA	NA
Intron	chr3r	016625266	016627321	FBtr0300036	Fas1-RE	+	+1002	NA	NA	NA
Exon/CD	chr3r	016640146	016642031	FBtr0083335	nonA-l-RA	+	+0883	NA	NA	NA
Exon/CD	chr3r	016643702	016645010	FBtr0333728	CG10326-RB	+	+0635	NA	NA	NA
Exon/CD	chr3r	016645938	016647085	FBtr0083356	CG10324-RA	-	+0493	NA	NA	NA
Exon/CD	chr3r	016647593	016649275	FBtr0302371	Cctgamma-RD	+	+0829	NA	NA	NA
Exon/CD	chr3r	016649519	016649806	FBtr0302371	Cctgamma-RD	+	+2057	NA	NA	NA
3'UTR	chr3r	016650019	016652453	FBtr0083354	CG14907-RA	-	+1083	NA	NA	NA
Intron	chr3r	016654271	016655721	FBtr0083353	modSP-RA	-	+0666	NA	NA	NA
Intron	chr3r	016702603	016702834	FBtr0083352	Ubx-RF	-	+31708	NA	NA	NA
Exon/CD	chr3r	016733188	016733640	FBtr0083352	Ubx-RF	-	+1012	NA	NA	NA
5'UTR	chr3r	016733736	016734404	FBtr0083352	Ubx-RF	-	+0356	NA	NA	NA
Intron	chr3r	016827475	016829412	FBtr0300485	abd-A-RC	-	+1309	NA	NA	NA
Intron	chr3r	016847593	016848114	FBtr0336891	iab-8-RI	-	+0816	NA	NA	NA
Exon/CD	chr3r	016850511	016850729	FBtr0345273	iab-4-RC	+	+0382	NA	NA	NA
Exon/CD	chr3r	016932708	016932928	FBtr0415463	Abd-B-RH	-	+1424	NA	NA	NA
5'UTR	chr3r	016933660	016934123	FBtr0415463	Abd-B-RH	-	+0351	NA	NA	NA
Intron	chr3r	016980891	016982173	FBtr0083378	Ahcy89E-RC	-	+0503	NA	NA	NA
5'UTR	chr3r	016985331	016988014	FBtr0346338	CG18622-RC	-	+0178	NA	NA	NA
5'UTR	chr3r	016991446	016992201	FBtr0337064	CG3678-RB	-	+0055	NA	NA	NA
Exon/CD	chr3r	016995671	016998482	FBtr0083370	CG3534-RA	+	+0630	NA	NA	NA
Exon/CD	chr3r	017000704	017002412	FBtr0083374	CG16941-RA	-	+0797	NA	NA	NA
Intron	chr3r	017002907	017004035	FBtr0083371	Irc-RA	+	+0596	NA	NA	NA
Intron	chr3r	017008352	017008624	FBtr0083372	CG8907-RA	+	+0219	NA	NA	NA
Exon/CD	chr3r	017008736	017009121	FBtr0305271	CG8907-RB	+	+0098	NA	NA	NA
Exon/CD	chr3r	017009335	017009611	FBtr0305271	CG8907-RB	+	+0643	NA	NA	NA
5'UTR	chr3r	017014465	017015155	FBtr0089287	Pxd-RA	+	+0234	NA	NA	NA
Intron	chr3r	017019501	017021175	FBtr0301526	Pxd-RB	+	+3833	NA	NA	NA
Exon/CD	chr3r	017039138	017045511	FBtr0083428	CG3995-RA	-	+0812	NA	NA	NA
5'UTR	chr3r	017053698	017056238	FBtr0083394	Dad-RB	+	+0071	NA	NA	NA
Intron	chr3r	017056349	017057506	FBtr0083394	Dad-RB	+	+2030	NA	NA	NA
Intron	chr3r	017059372	017060267	FBtr0083394	Dad-RB	+	+4922	NA	NA	NA
Intron	chr3r	017060602	017060815	FBtr0083394	Dad-RB	+	+5811	NA	NA	NA
Intron	chr3r	017063140	017063428	FBtr0083394	Dad-RB	+	+8387	NA	NA	NA
Intron	chr3r	017063695	017064457	FBtr0083394	Dad-RB	+	+9179	NA	NA	NA
Intron	chr3r	017064585	017065057	FBtr0083394	Dad-RB	+	+9924	NA	NA	NA
Intron	chr3r	017065630	017066025	FBtr0083394	Dad-RB	+	+10930	NA	NA	NA
Intron	chr3r	017067227	017067481	FBtr0083394	Dad-RB	+	+12457	NA	NA	NA
Exon/CD	chr3r	017071068	017073811	FBtr0083426	Ns1-RA	-	+0236	NA	NA	NA
Intron	chr3r	017077184	017080087	FBtr0083422	Keap1-RA	-	+1310	NA	NA	NA
Intron	chr3r	017080250	017082114	FBtr0083397	kuk-RA	+	+0938	NA	NA	NA
Exon/CD	chr3r	017082769	017082977	FBtr0083398	kuk-RB	+	+0485	NA	NA	NA
Exon/CD	chr3r	017085529	017087125	FBtr0083399	GckIII-RA	+	+0814	NA	NA	NA
Exon/CD	chr3r	017087214	017087619	FBtr0083399	GckIII-RA	+	+1903	NA	NA	NA
Exon/CD	chr3r	017088280	017089804	FBtr0083400	cal1-RA	+	+0762	NA	NA	NA
Intron	chr3r	017114456	017114689	FBtr0089471	cher-RA	-	+4510	NA	NA	NA
Intron	chr3r	017114907	017115661	FBtr0089471	cher-RA	-	+3798	NA	NA	NA
Intron	chr3r	017115918	017119102	FBtr0089471	cher-RA	-	+1572	NA	NA	NA
Downstream	chr3r	017148184	017152808	FBtr0083408	Det-RA	+	+0829	NA	NA	NA
Intron	chr3r	017379958	017381178	FBtr0306210	lute-RC	+	+0624	NA	NA	NA
Upstream	chr3r	017385361	017385787	FBtr0330037	lute-RD	+	-0317	NA	NA	NA
Intron	chr3r	017385870	017387412	FBtr0083435	lute-RA	+	+0750	NA	NA	NA
Intron	chr3r	017390312	017393133	FBtr0336488	CR44160-RA	-	+0451	NA	NA	NA
Exon/CD	chr3r	017393468	017394867	FBtr0089895	CREG-RC	-	+0142	NA	NA	NA
Intron	chr3r	017400946	017401547	FBtr0083448	Sur-8-RB	-	+0208	NA	NA	NA
Intron	chr3r	017426112	017426331	FBtr0083442	CG5873-RA	+	+0453	NA	NA	NA
5'UTR	chr3r	017533466	017534524	FBtr0083505	CG5823-RA	-	+0592	NA	NA	NA
5'UTR	chr3r	017535624	017536818	FBtr0083455	P5cr-2-RB	+	+0534	NA	NA	NA
Upstream	chr3r	017538814	017541866	FBtr0331706	SF1-RB	+	-0081	NA	NA	NA
Intron	chr3r	017545287	017546528	FBtr0083503	Prx3-RA	-	+0624	NA	NA	NA
Upstream	chr3r	017557082	017557663	FBtr0330385	Hmx-RC	+	-1558	NA	NA	NA
Exon/CD	chr3r	017605955	017607151	FBtr0083462	sll-RA	+	+0447	NA	NA	NA
Intron	chr3r	017647664	017648625	FBtr0083476	CG14322-RA	+	+0465	NA	NA	NA
5'UTR	chr3r	017669980	017672565	FBtr0083478	Mps1-RA	+	+0001	NA	NA	NA
Intron	chr3r	017677469	017679550	FBtr0335026	alt-RH	-	+1367	NA	NA	NA
Exon/CD	chr3r	017679967	017687115	FBtr0083479	CG7655-RA	+	+0872	NA	NA	NA
Intron	chr3r	017699415	017700387	FBtr0335024	osa-RE	-	+18449	NA	NA	NA
Intron	chr3r	017701347	017704172	FBtr0335024	osa-RE	-	+15591	NA	NA	NA
Intron	chr3r	017704382	017705425	FBtr0335024	osa-RE	-	+13447	NA	NA	NA
Intron	chr3r	017705629	017706642	FBtr0335024	osa-RE	-	+12215	NA	NA	NA
Intron	chr3r	017706787	017707318	FBtr0335024	osa-RE	-	+11298	NA	NA	NA
Intron	chr3r	017711598	017711859	FBtr0335024	osa-RE	-	+6622	NA	NA	NA
Intron	chr3r	017712212	017712524	FBtr0335024	osa-RE	-	+5982	NA	NA	NA
Intron	chr3r	017712665	017713841	FBtr0335024	osa-RE	-	+5097	NA	NA	NA
Exon/CD	chr3r	017716274	017716552	FBtr0335024	osa-RE	-	+1937	NA	NA	NA
Intron	chr3r	017716685	017718358	FBtr0335024	osa-RE	-	+0829	NA	NA	NA
Exon/CD	chr3r	017733890	017734205	FBtr0083511	CG14321-RA	+	+0449	NA	NA	NA
5'UTR	chr3r	017782377	017783066	FBtr0344631	CG43102-RG	-	+0604	NA	NA	NA
Intron	chr3r	017793961	017794371	FBtr0305010	CG43102-RB	-	+0324	NA	NA	NA
Exon/CD	chr3r	017795049	017796123	FBtr0305007	CG7713-RB	+	+0511	NA	NA	NA
Exon/CD	chr3r	017796557	017798316	FBtr0083529	CG7379-RA	-	+0868	NA	NA	NA
Exon/CD	chr3r	017800718	017801038	FBtr0083528	CG17803-RA	-	+0415	NA	NA	NA
Exon/CD	chr3r	017802356	017803364	FBtr0083527	CG17806-RA	-	+0400	NA	NA	NA
Exon/CD	chr3r	017803962	017805275	FBtr0083526	CG17802-RA	-	+0631	NA	NA	NA
Exon/CD	chr3r	017807923	017809186	FBtr0083524	CG7357-RA	-	+0668	NA	NA	NA
Exon/CD	chr3r	017809392	017811344	FBtr0083523	CG18012-RA	-	+0766	NA	NA	NA
Intron	chr3r	017811673	017812220	FBtr0304905	tinc-RE	+	+0405	NA	NA	NA
Intron	chr3r	017944120	017945561	FBtr0330269	cpo-RN	+	+0734	NA	NA	NA
Intron	chr3r	017946591	017947311	FBtr0330269	cpo-RN	+	+2845	NA	NA	NA
Intron	chr3r	018021602	018022542	FBtr0083539	CG7785-RA	+	+0472	NA	NA	NA
Intron	chr3r	018052179	018052565	FBtr0083548	htl-RB	-	+0612	NA	NA	NA
Upstream	chr3r	018121039	018121509	FBtr0301615	sr-RC	+	-0787	NA	NA	NA
5'UTR	chr3r	018121945	018122890	FBtr0083543	sr-RB	+	+0356	NA	NA	NA
5'UTR	chr3r	018163265	018170555	FBtr0100619	Prx5-RA	-	+0363	NA	NA	NA
Exon/CD	chr3r	018172978	018173631	FBtr0083555	PP2A-B'-RA	+	+0460	NA	NA	NA
Exon/CD	chr3r	018181924	018183570	FBtr0336472	cdm-RB	-	+0732	NA	NA	NA
Exon/CD	chr3r	018185497	018190490	FBtr0083616	CG12321-RA	-	+0714	NA	NA	NA
Intron	chr3r	018196115	018200433	FBtr0330051	Ssdp-RD	-	+1321	NA	NA	NA
Exon/CD	chr3r	018216143	018216928	FBtr0083560	CG14314-RA	+	+0393	NA	NA	NA
Exon/CD	chr3r	018218879	018221459	FBtr0336471	CG7183-RB	-	+0098	NA	NA	NA
Exon/CD	chr3r	018222445	018222674	FBtr0083609	mTerf5-RA	-	+1123	NA	NA	NA
Exon/CD	chr3r	018222939	018228365	FBtr0083608	CG7168-RA	-	+0430	NA	NA	NA
Exon/CD	chr3r	018240773	018242596	FBtr0083606	CG7156-RA	-	+0475	NA	NA	NA
Intron	chr3r	018242730	018247077	FBtr0083565	14-3-3epsilon-RA	+	+2216	NA	NA	NA
Exon/CD	chr3r	018247291	018248206	FBtr0083565	14-3-3epsilon-RA	+	+5061	NA	NA	NA
3'UTR	chr3r	018248338	018248770	FBtr0083565	14-3-3epsilon-RA	+	+5867	NA	NA	NA
Downstream	chr3r	018250798	018251013	FBtr0347215	CG12320-RB	-	+1829	NA	NA	NA
3'UTR	chr3r	018251120	018251513	FBtr0347215	CG12320-RB	-	+1418	NA	NA	NA
Exon/CD	chr3r	018251568	018252861	FBtr0347215	CG12320-RB	-	+0520	NA	NA	NA
Exon/CD	chr3r	018253956	018256724	FBtr0310382	Ada2a-RC	-	+0147	NA	NA	NA
5'UTR	chr3r	018273211	018276217	FBtr0343927	eIF-1A-RC	+	+0016	NA	NA	NA
Intron	chr3r	018278952	018279472	FBtr0343927	eIF-1A-RC	+	+4514	NA	NA	NA
Exon/CD	chr3r	018283619	018284726	FBtr0083574	CG8064-RA	+	+0512	NA	NA	NA
Exon/CD	chr3r	018290989	018291291	FBtr0083596	l(3)05822-RB	-	+0627	NA	NA	NA
Intron	chr3r	018292071	018292715	FBtr0334313	l(3)05822-RC	-	+0243	NA	NA	NA
Intron	chr3r	018292882	018293155	FBtr0334314	l(3)05822-RD	-	+1708	NA	NA	NA
Intron	chr3r	018293944	018294229	FBtr0334314	l(3)05822-RD	-	+0640	NA	NA	NA
Intron	chr3r	018294844	018295232	FBtr0083595	l(3)05822-RA	-	+3841	NA	NA	NA
Intron	chr3r	018295848	018296568	FBtr0083595	l(3)05822-RA	-	+2671	NA	NA	NA
Intron	chr3r	018296674	018296994	FBtr0083595	l(3)05822-RA	-	+2045	NA	NA	NA
Intron	chr3r	018297338	018298876	FBtr0083595	l(3)05822-RA	-	+0772	NA	NA	NA
Exon/CD	chr3r	018298963	018301793	FBtr0083594	CG18600-RA	-	+1350	NA	NA	NA
Intron	chr3r	018309286	018311030	FBtr0083592	PKD-RD	-	+0615	NA	NA	NA
Intron	chr3r	018311766	018312078	FBtr0337037	PKD-RI	-	+2485	NA	NA	NA
Intron	chr3r	018313206	018314432	FBtr0337037	PKD-RI	-	+0588	NA	NA	NA
Exon/CD	chr3r	018365115	018366232	FBtr0083586	WRNexo-RA	-	+0489	NA	NA	NA
Exon/CD	chr3r	018366445	018367693	FBtr0083577	Nup43-RA	+	+0431	NA	NA	NA
Intron	chr3r	018380045	018381137	FBtr0344551	CG7675-RE	-	+0145	NA	NA	NA
Intron	chr3r	018394532	018394960	FBtr0083657	Vha100-2-RA	-	+2182	NA	NA	NA
Intron	chr3r	018395576	018401029	FBtr0334145	CG44009-RB	+	+1307	NA	NA	NA
Intron	chr3r	018401660	018404765	FBtr0334149	koko-RE	+	+0186	NA	NA	NA
Exon/CD	chr3r	018404885	018405954	FBtr0333830	CG7685-RB	+	+0479	NA	NA	NA
Intron	chr3r	018411013	018413072	FBtr0301432	CG31122-RB	-	+0832	NA	NA	NA
Intron	chr3r	018436271	018436701	FBtr0083644	fru-RF	-	+109100	NA	NA	NA
Intron	chr3r	018437287	018437733	FBtr0083644	fru-RF	-	+108076	NA	NA	NA
Intron	chr3r	018444928	018447585	FBtr0083644	fru-RF	-	+99330	NA	NA	NA
Intron	chr3r	018449203	018450297	FBtr0083647	fru-RD	-	+0504	NA	NA	NA
Intron	chr3r	018572462	018574647	FBtr0083632	CG7694-RA	+	+0463	NA	NA	NA
Intron	chr3r	018583465	018583730	FBtr0347418	fray-RI	+	+1318	NA	NA	NA
Intron	chr3r	018584055	018585619	FBtr0083638	fray-RB	+	+0364	NA	NA	NA
Intron	chr3r	018585754	018586442	FBtr0290210	fray-RF	+	+0218	NA	NA	NA
Upstream	chr3r	018620680	018621316	FBtr0083694	CG7695-RA	-	-3487	NA	NA	NA
Intron	chr3r	018656930	018660602	FBtr0344326	CG31224-RB	-	+0543	NA	NA	NA
Upstream	chr3r	018662229	018665122	FBtr0083661	Gos28-RA	+	-0063	NA	NA	NA
Intron	chr3r	018667831	018672037	FBtr0083665	CG7702-RB	+	+0544	NA	NA	NA
Downstream	chr3r	018672197	018672470	FBtr0083666	CG31230-RA	+	+0654	NA	NA	NA
Exon/CD	chr3r	018676538	018677606	FBtr0083688	CG7705-RA	-	+0467	NA	NA	NA
Exon/CD	chr3r	018677766	018679036	FBtr0083667	CG7706-RA	+	+0583	NA	NA	NA
Intron	chr3r	018738260	018743825	FBtr0083684	Mekk1-RB	-	+2552	NA	NA	NA
Exon/CD	chr3r	018744870	018746174	FBtr0083682	CG7718-RA	-	+0519	NA	NA	NA
Intron	chr3r	018746393	018747500	FBtr0331352	gwl-RB	+	+0576	NA	NA	NA
Exon/CD	chr3r	018757568	018758943	FBtr0273382	CG14299-RC	-	+0618	NA	NA	NA
Intron	chr3r	018793803	018795022	FBtr0301199	CG7720-RC	-	+0757	NA	NA	NA
Exon/CD	chr3r	018906616	018907983	FBtr0083698	EndoA-RA	+	+0690	NA	NA	NA
Exon/CD	chr3r	018911237	018911470	FBtr0083724	CG14291-RA	-	+1569	NA	NA	NA
Exon/CD	chr3r	018911851	018912981	FBtr0083724	CG14291-RA	-	+0506	NA	NA	NA
Upstream	chr3r	018913403	018913968	FBtr0083724	CG14291-RA	-	-0763	NA	NA	NA
5'UTR	chr3r	018914199	018916933	FBtr0083700	Xrp1-RB	+	+0598	NA	NA	NA
Intron	chr3r	018917151	018917506	FBtr0083700	Xrp1-RB	+	+2360	NA	NA	NA
5'UTR	chr3r	018917770	018923386	FBtr0334523	Xrp1-RF	+	+0790	NA	NA	NA
Intron	chr3r	018923443	018926586	FBtr0083703	Xrp1-RD	+	+0944	NA	NA	NA
Intron	chr3r	018927243	018928732	FBtr0334525	Mpc1-RC	-	+0672	NA	NA	NA
Exon/CD	chr3r	018980018	018983644	FBtr0083707	dnk-RA	+	+0407	NA	NA	NA
Exon/CD	chr3r	018984035	018985728	FBtr0089768	gukh-RA	+	+0856	NA	NA	NA
Intron	chr3r	018985905	018986741	FBtr0089768	gukh-RA	+	+2298	NA	NA	NA
Intron	chr3r	018987250	018987514	FBtr0089768	gukh-RA	+	+3357	NA	NA	NA
Intron	chr3r	018987571	018987817	FBtr0089768	gukh-RA	+	+3669	NA	NA	NA
Exon/CD	chr3r	019018221	019018531	FBtr0089768	gukh-RA	+	+34351	NA	NA	NA
Exon/CD	chr3r	019022888	019025658	FBtr0083710	CG14286-RA	+	+0181	NA	NA	NA
Exon/CD	chr3r	019026549	019032439	FBtr0083713	P5cr-RA	+	+0563	NA	NA	NA
Intron	chr3r	019091679	019091919	FBtr0305321	cdi-RB	-	+2471	NA	NA	NA
Downstream	chr3r	019092553	019096191	FBtr0083754	mRpL55-RA	-	+0533	NA	NA	NA
Intron	chr3r	019096940	019098329	FBtr0083729	CG6040-RA	+	+0673	NA	NA	NA
Exon/CD	chr3r	019132655	019133130	FBtr0083730	Cyp12a5-RA	+	+0244	NA	NA	NA
Exon/CD	chr3r	019135207	019135786	FBtr0083731	Cyp12a4-RA	+	+0338	NA	NA	NA
5'UTR	chr3r	019146699	019148015	FBtr0083752	Ppcs-RA	-	+0553	NA	NA	NA
Intron	chr3r	019151304	019153635	FBtr0083751	CG5835-RA	-	+1217	NA	NA	NA
Exon/CD	chr3r	019155285	019156853	FBtr0335020	CG11779-RE	-	+0743	NA	NA	NA
Intron	chr3r	019160757	019162365	FBtr0299957	Nsun5-RA	-	+0739	NA	NA	NA
5'UTR	chr3r	019163694	019165693	FBtr0083733	sqz-RA	+	+0482	NA	NA	NA
Intron	chr3r	019165898	019166436	FBtr0083733	sqz-RA	+	+1956	NA	NA	NA
Intron	chr3r	019167313	019167674	FBtr0083733	sqz-RA	+	+3282	NA	NA	NA
Intron	chr3r	019179105	019180293	FBtr0083746	CG5555-RA	-	+0623	NA	NA	NA
Intron	chr3r	019180755	019182110	FBtr0083735	CG31475-RA	+	+0773	NA	NA	NA
Intron	chr3r	019223322	019223676	FBtr0344554	vib-RC	-	+3059	NA	NA	NA
Intron	chr3r	019224055	019224575	FBtr0344554	vib-RC	-	+2243	NA	NA	NA
Intron	chr3r	019224784	019226632	FBtr0344554	vib-RC	-	+0850	NA	NA	NA
Exon/CD	chr3r	019229401	019230668	FBtr0083737	CG3773-RA	+	+0571	NA	NA	NA
Intron	chr3r	019312741	019313007	FBtr0083739	Dl-RA	-	+13343	NA	NA	NA
Intron	chr3r	019320798	019321528	FBtr0083739	Dl-RA	-	+5054	NA	NA	NA
Intron	chr3r	019322349	019322806	FBtr0083739	Dl-RA	-	+3640	NA	NA	NA
Intron	chr3r	019322964	019323178	FBtr0083739	Dl-RA	-	+3146	NA	NA	NA
Intron	chr3r	019323916	019326146	FBtr0083739	Dl-RA	-	+1186	NA	NA	NA
Upstream	chr3r	019402100	019403139	FBtr0083758	CG5316-RC	+	-0836	NA	NA	NA
Exon/CD	chr3r	019403463	019405488	FBtr0306251	CG5316-RD	+	+1007	NA	NA	NA
Exon/CD	chr3r	019461262	019461609	FBtr0334562	Dys-RI	+	+0350	NA	NA	NA
Intron	chr3r	019463522	019464986	FBtr0334564	Dys-RK	+	+0721	NA	NA	NA
Intron	chr3r	019569290	019570996	FBtr0334563	Dys-RJ	+	+0933	NA	NA	NA
5'UTR	chr3r	019603870	019604106	FBtr0304745	CG7342-RB	+	+0613	NA	NA	NA
5'UTR	chr3r	019619705	019621607	FBtr0083810	CG6231-RA	-	+0485	NA	NA	NA
Intron	chr3r	019625455	019625760	FBtr0083808	CG6231-RD	-	+2151	NA	NA	NA
Intron	chr3r	019626899	019627791	FBtr0083808	CG6231-RD	-	+0413	NA	NA	NA
Downstream	chr3r	019641397	019644427	FBtr0346100	Vha13-RB	-	+1474	NA	NA	NA
Exon/CD	chr3r	019644982	019645686	FBtr0083781	Nup58-RA	+	+0308	NA	NA	NA
Exon/CD	chr3r	019646356	019646736	FBtr0083781	Nup58-RA	+	+1520	NA	NA	NA
Exon/CD	chr3r	019647084	019648654	FBtr0083803	CG6195-RA	-	+0541	NA	NA	NA
5'UTR	chr3r	019671062	019672307	FBtr0083786	Naam-RA	+	+0234	NA	NA	NA
Exon/CD	chr3r	019783685	019784371	FBtr0083791	CG11453-RA	+	+0506	NA	NA	NA
Intron	chr3r	019847225	019848599	FBtr0301116	CG4662-RC	+	+0601	NA	NA	NA
Exon/CD	chr3r	019858293	019865731	FBtr0083815	CG11447-RA	+	+0402	NA	NA	NA
5'UTR	chr3r	019875465	019875709	FBtr0330035	CG4562-RD	-	+0091	NA	NA	NA
5'UTR	chr3r	019876370	019879292	FBtr0083817	Arc42-RA	+	+0094	NA	NA	NA
5'UTR	chr3r	019879659	019881171	FBtr0083819	Pk92B-RB	+	+0696	NA	NA	NA
Intron	chr3r	019890882	019891812	FBtr0301117	CG4733-RB	+	+0499	NA	NA	NA
Exon/CD	chr3r	019892754	019892974	FBtr0301117	CG4733-RB	+	+2016	NA	NA	NA
Exon/CD	chr3r	019901612	019907158	FBtr0083854	Surf6-RA	-	+0483	NA	NA	NA
Intron	chr3r	019907528	019907744	FBtr0344353	RhoGAP92B-RD	+	+2187	NA	NA	NA
Exon/CD	chr3r	019908529	019908818	FBtr0344357	CR45048-RB	-	+1645	NA	NA	NA
Exon/CD	chr3r	019908901	019909144	FBtr0344357	CR45048-RB	-	+1296	NA	NA	NA
Exon/CD	chr3r	019909883	019910220	FBtr0344357	CR45048-RB	-	+0267	NA	NA	NA
5'UTR	chr3r	019910583	019911393	FBtr0344352	RhoGAP92B-RC	+	+0395	NA	NA	NA
5'UTR	chr3r	020006455	020006678	FBtr0335240	Hs6st-RB	-	+1946	NA	NA	NA
Intron	chr3r	020007082	020008586	FBtr0335240	Hs6st-RB	-	+0678	NA	NA	NA
Exon/CD	chr3r	020008775	020010357	FBtr0083825	MED25-RA	+	+0619	NA	NA	NA
Exon/CD	chr3r	020019385	020019786	FBtr0344139	CG4433-RD	-	+1753	NA	NA	NA
Exon/CD	chr3r	020019986	020021412	FBtr0344139	CG4433-RD	-	+0639	NA	NA	NA
Exon/CD	chr3r	020021703	020022801	FBtr0083829	psidin-RA	+	+0548	NA	NA	NA
Exon/CD	chr3r	020026730	020029024	FBtr0083841	CG4424-RA	-	+0163	NA	NA	NA
Exon/CD	chr3r	020029750	020031397	FBtr0083840	trem-RA	-	+0736	NA	NA	NA
Exon/CD	chr3r	020031761	020033678	FBtr0083831	CG4936-RA	+	+0896	NA	NA	NA
Exon/CD	chr3r	020034374	020036118	FBtr0083839	CG10889-RA	-	+0810	NA	NA	NA
Exon/CD	chr3r	020056477	020057613	FBtr0083837	CG4390-RA	-	+0445	NA	NA	NA
Intron	chr3r	020057681	020058702	FBtr0083836	CG4390-RB	-	+1559	NA	NA	NA
Intron	chr3r	020252697	020255127	FBtr0305029	cic-RD	+	+1142	NA	NA	NA
Intron	chr3r	020258562	020258962	FBtr0305029	cic-RD	+	+5992	NA	NA	NA
Intron	chr3r	020260049	020260276	FBtr0305029	cic-RD	+	+7392	NA	NA	NA
Intron	chr3r	020293256	020293884	FBtr0305026	cic-RA	+	+0326	NA	NA	NA
